path,classification,reviewed,contains_formula,contains_kpi_logic,contains_risk_logic,contains_duplicate_logic,status,evidence,notes
frontend/react/src/hooks/useData.ts,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L2:import { fetchSection } from ""../services/api"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/react/src/lib/supabase.ts,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L1:/** | L2:* Supabase project configuration. | L3:*,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/react/src/lib/utils.ts,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L2:import { twMerge } from ""tailwind-merge"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/react/src/main.tsx,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L2:import { createRoot } from ""react-dom/client""; | L3:import { RouterProvider } from ""react-router""; | L4:import { router } from ""./app/routes"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/react/src/services/api.ts,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L1:import { projectId, publicAnonKey } from ""@/lib/supabase""; | L3:const BASE_URL = `https://${projectId}.supabase.co/functions/v1/make-server-a903 | L6:""Content-Type"": ""application/json"",",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/react/src/styles/fonts.css,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/react/src/styles/index.css,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/react/src/styles/tailwind.css,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/react/src/styles/theme.css,ACTIVE_CANONICAL,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
frontend/react/src/types/modules.d.ts,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L1:/* ------------------------------------------------------------------ * | L2:* Ambient module declarations — stubs so VS Code resolves imports    * | L3:* before `npm install`.  Remove this file after running npm install. *,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
frontend/react/supabase/functions/server/deno.d.ts,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L1:/* Ambient declarations for Supabase Edge Function (Deno) JSR modules. | L2:Remove after setting up a full Deno development environment. */ | L4:declare module ""jsr:@hono/hono"" {",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/react/supabase/functions/server/index.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,L1:/** | L2:* Supabase Edge Function — Hono server for ÁBACO Loans Analytics | L3:* Serves data sections for the React frontend via KV store.,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/supabase/functions/server/kv_store.tsx,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L1:/** | L2:* Supabase Edge Function — KV Store interface | L3:* Backs the Figma Make data store using the `kv_store_a903c193` table.,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
frontend/react/supabase/functions/server/tsconfig.json,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
frontend/react/tsconfig.json,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
frontend/react/vite.config.ts,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L3:import tailwindcss from '@tailwindcss/vite' | L4:import react from '@vitejs/plugin-react' | L10:'@': path.resolve(__dirname, './src'),",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
frontend/streamlit_app/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/streamlit_app/app.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L23:LOCAL_EXPORTS_DIR = ROOT_DIR / 'local_exports' | L24:EXPORTS_DIR_CANDIDATES = [ROOT_DIR / 'exports', ROOT_DIR / 'data' / 'archives' / | L25:SUPPORT_DIR = ROOT_DIR / 'data' / 'support'",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/bootstrap.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/streamlit_app/components/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/streamlit_app/components/alert_cards.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L17:def render_alert_cards(alerts: List[Dict[str, Any]]) -> None: | L32:<div style=""border-left: 4px solid {color}; padding: 0.8rem; | L33:margin-bottom: 0.5rem; border-radius: 4px;",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
frontend/streamlit_app/components/analytics_tabs.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L10:st.info('Forecast data not available. Generate KPI exports from current datasets | L12:forecast_df = pd.DataFrame(forecast_rows) | L13:forecast_df['month'] = pd.to_datetime(forecast_df['month'], errors='coerce')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/components/charts.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L10:st.markdown('<div data-testid=""dashboard-cfo"">', unsafe_allow_html=True) | L15:cash_df = analytics_facts[['month'] + available_cols].copy() | L18:st.markdown('<div data-testid=""chart-revenue"">', unsafe_allow_html=True)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/components/confidence_badge.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L1:""""""Confidence badge — visual indicator of model/data confidence."""""" | L15:def render_confidence_badge(level: str) -> None: | L16:""""""Show an inline confidence badge (high / medium / low).""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/streamlit_app/components/csv_upload.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L20:def render_csv_upload() -> None: | L22:st.markdown('\n    Upload loan data files to process through the analytics pipel | L23:uploaded_files = st.file_uploader('Choose CSV/Excel file(s)', type=['csv', 'xlsx",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/components/decision_table.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L10:def render_decision_table(actions: List[Dict[str, Any]]) -> None: | L18:sep = ""|---|---|---|---|"" | L23:f""| {row.get('priority', '-')} """,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/streamlit_app/components/kpi_metrics.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L5:def get_threshold_badge_html(threshold_status: str) -> str: | L8:return f'<span style=""color: {color}; font-weight: bold; font-size: 0.8em;"">{lab | L12:st.header('📌 KPI Snapshot')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/components/risk_prediction.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L7:MODEL_PATH = Path(__file__).resolve().parents[3] / 'models' / 'risk' / 'default_ | L9:def render_predictive_risk(merged_df: pd.DataFrame): | L15:st.info('Please run: python scripts/ml/train_default_risk_model.py'),Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/components/sales_risk.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L10:agg_map = {'loan_id': 'count'} | L12:agg_map['outstanding_loan_value'] = 'sum' | L13:sales_agg = merged.groupby('sales_agent').agg(agg_map).reset_index(),Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/components/scenario_strip.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L1:""""""Scenario comparison strip — side-by-side scenario cards."""""" | L10:def render_scenario_strip(scenarios: List[Dict[str, Any]]) -> None: | L11:""""""Render scenario results as side-by-side cards.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
frontend/streamlit_app/components/visualizations.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L8:return df.style.set_table_styles([{'selector': 'tr:hover', 'props': [('backgroun",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/streamlit_app/decision_api_client.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L3:All ``/decision/*`` endpoints are wrapped here so that Streamlit pages | L20:_DEFAULT_BASE = os.getenv(""DECISION_API_URL"", ""http://localhost:8000"") | L27:self.base_url = (base_url or _DEFAULT_BASE).rstrip(""/"")",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/decision_loader.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L1:""""""Loaders for decision-intelligence state files. | L4:from the ``logs/runs/<run_id>/decision/`` directory tree. | L16:_RUNS_DIR = Path(""logs/runs"")",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/streamlit_app/kpi_api_client.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,L23:def is_critical(self) -> bool: | L26:def is_warning(self) -> bool: | L29:def is_normal(self) -> bool:,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
frontend/streamlit_app/kpi_snapshot_loader.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L10:def _to_snapshot_entry(kpi: KPIResponse) -> dict[str, object]: | L11:return {'value': kpi.value, 'threshold_status': kpi.threshold_status, 'threshold | L13:def _kpi_entry_from_dict(kpi: dict[str, object]) -> tuple[str, dict[str, object]",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/kpi_websocket_client.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L14:self.ws_url = ws_url or os.getenv('KPI_WS_URL', 'ws://127.0.0.1:8000/analytics/k | L18:async def async_get_snapshot(self, kpi_keys: Optional[list[str]]=None, once: boo | L32:def get_snapshot_once(ws_url: Optional[str]=None, kpi_keys: Optional[list[str]]=",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/streamlit_app/pages/01_Executive_Command_Center.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L3:Top-level dashboard combining business state, key metrics, | L19:def main() -> None: | L36:all_alerts = state.get(""critical_alerts"", []) + state.get(""ranked_alerts"", [])",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
frontend/streamlit_app/pages/02_Risk_Intelligence.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L3:Displays structured outputs from the Risk, Cohort/Vintage, and | L5:HHI / top-N exposure, and associated alerts & actions. | L17:_RISK_KEYWORDS = {""par30"", ""par_30"", ""par 30"", ""expected loss"", ""hhi"", ""concentr",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/pages/03_Collections_Operations.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L22:st.markdown('\n<style>\n    .main-header {\n        font-size: 2.5rem;\n         | L25:MONITORING_EVENTS_ENDPOINT = '/monitoring/events' | L26:API_BASE_URL = os.environ.get('API_BASE_URL', 'http://127.0.0.1:8000')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/pages/04_Treasury_Liquidity.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L8:st.markdown(f""\n    <style>\n    .main {{\n        background-color: {ANALYTICS_ | L15:df = pd.DataFrame([e.to_dict() for e in events]) | L33:output_path = ROOT_DIR / 'exports' / 'usage_metrics.json'",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/pages/05_Sales_Growth.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L4:agents: win-rate, segment risk, spread adequacy, and associated | L5:alerts / recommendations. | L20:def _filter_by_agent(items: list[dict], agents: set[str]) -> list[dict]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/pages/06_Agent_Insights.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L10:DEFAULT_KPI_IDS = ['default_rate', 'delinquency_rate_30', 'collection_efficiency | L13:def _provider(mode: str) -> HistoricalContextProvider: | L16:def _history_df(history: List[KpiHistoricalValue]) -> pd.DataFrame:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/pages/07_Scenario_Engine.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L9:st.markdown(f""\n    <style>\n    .main {{\n        background-color: {ANALYTICS_ | L11:st.subheader('Base / Downside / Stress Case Scenario Analysis') | L12:MODEL_DIR = Path('models/risk')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/pages/08_Reports_Center.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L4:into board-grade reports for different stakeholder surfaces. | L18:LOGS_DIR = ROOT_DIR / ""logs"" / ""runs"" | L27:def _find_latest_run_dir() -> Optional[Path]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/pages/09_Data_Quality.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L18:LOGS_DIR = ROOT_DIR / ""logs"" / ""runs"" | L19:CONFIG_DIR = ROOT_DIR / ""config"" | L28:def _find_latest_run_dir() -> Optional[Path]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/pages/10_AI_Decision_Center.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L10:def _severity_color(severity: str) -> str: | L14:def main() -> None: | L44:if unit == ""ratio"":",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
frontend/streamlit_app/pages/11_Investor_Room.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L47:def _render_covenant_section(state: Dict[str, Any]) -> None: | L49:all_alerts = state.get(""critical_alerts"", []) + state.get(""ranked_alerts"", []) | L60:st.markdown(f""{icon} **{ca.get('title', 'Breach')}**"")",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/streamlit_app/utils/security.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L8:def sanitize_api_base(base: str) -> Optional[str]: | L15:safe = f'{parsed.scheme}://{parsed.netloc}',Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
mkdocs.yml,ACTIVE_NONCANONICAL,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
models/risk/default_risk_metadata.json,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
models/risk/iv_ranking.json,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
models/scorecard/binning_map.pkl,ACTIVE_CANONICAL,yes,no,no,yes,no,PASS,,Contains risk-related vocabulary.
models/scorecard/iv_table.csv,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
models/scorecard/lr_model.pkl,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
models/scorecard/metadata.json,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
models/scorecard/scorecard_table.csv,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
mypy.ini,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
openapi.yaml,ACTIVE_NONCANONICAL,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
pyproject.toml,ACTIVE_NONCANONICAL,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
requirements-ci-test-extras.txt,DOC_ONLY,yes,no,no,no,no,PASS,,
requirements-dev.txt,DOC_ONLY,yes,no,no,no,no,PASS,,
requirements.prod.lock.txt,DOC_ONLY,yes,no,no,no,no,PASS,,
requirements.txt,DOC_ONLY,yes,no,no,no,no,PASS,,
scripts/data/analyze_real_data.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L7:parser.add_argument('--data-dir', type=Path, default=Path.home() / 'Downloads',  | L9:FILES = {'loan_data': args.data_dir / 'Loans - Loan Tape_Loan Data_Table (3).csv | L10:print('=' * 70)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/data/build_snapshot.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L11:def main() -> None: | L13:parser.add_argument('--input', default=os.environ.get('INPUT', 'data/samples/loa | L14:parser.add_argument('--month', default=os.environ.get('MONTH', ''), help='Snapsh",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
scripts/data/init_duckdb_schema.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L6:def main() -> None: | L8:parser.add_argument('--db', default='data/duckdb/analytics.duckdb', help='Path t | L17:ddl_path = pathlib.Path('db/star_schema/duckdb/create_star_schema_duckdb.sql')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/data/local_monthly_etl.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L7:logging.basicConfig(level=logging.INFO, format='%(asctime)s %(levelname)s %(name",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
scripts/data/push_to_kv.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,L1:#!/usr/bin/env python3 | L5:1) Google Sheets CSV export URL via --gsheets-url | L6:2) Pipeline snapshot JSON via --pipeline-json,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
scripts/data/run_data_pipeline.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L13:parser = argparse.ArgumentParser(description='Unified Data Pipeline - 4-Phase Ex | L14:parser.add_argument('--input', type=Path, help='Path to input CSV file (optional | L15:parser.add_argument('--config', type=Path, default=Path('config/pipeline.yml'), ",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/data/setup_supabase_tables.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L10:def load_environment() -> tuple[str, str]: | L11:env_local = project_root / '.env.local' | L12:env_file = project_root / '.env'",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
scripts/maintenance/README.md,DOC_ONLY,yes,no,no,no,no,PASS,,
scripts/maintenance/generate_review_manifest.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L1:#!/usr/bin/env python3 | L2:""""""Generate a full tracked-file review manifest with deterministic coverage evid | L13:OUTPUT_PATH = REPO_ROOT / ""docs"" / ""operations"" / ""reviewed_file_manifest.json""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
scripts/maintenance/generate_service_status_report.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L11:def _summary_status_line(passed_checks: int, total_checks: int) -> str: | L13:return '✅ **All systems operational** - All health checks passed successfully.' | L14:if passed_checks >= total_checks * 0.7:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
scripts/maintenance/validate_migration_index.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L7:MIGRATIONS_DIR = ROOT / 'db' / 'migrations' | L8:INDEX_FILE = MIGRATIONS_DIR / 'migration_index.yml' | L9:_ALLOWED_PREFIX = re.compile('^(?:\\d{14}|\\d{8}|\\d{2,3})_[a-z0-9_]+\\.sql$')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
scripts/ml/retrain_pipeline.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L13:logging.basicConfig(level=logging.INFO, format='%(asctime)s - %(name)s - %(level | L16:def run_pipeline(loan_path: Path, payment_path: Optional[Path]=None, customer_pa | L24:loan_df = pd.read_csv(loan_path, low_memory=False)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/ml/train_default_risk_model.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L12:def parse_args() -> argparse.Namespace: | L13:parser = argparse.ArgumentParser(description='Train default-risk model (XGBoost) | L14:parser.add_argument('--input', type=Path, default=Path('data/samples/loans_sampl",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/ml/train_scorecard.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L12:logging.basicConfig(level=logging.INFO, format='%(asctime)s [%(levelname)s] %(na | L52:def validate_feature_policies() -> None: | L56:""Origination feature list includes behavioral/leaky fields: """,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
scripts/ml/train_scorecard_if_ready.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L16:def parse_args() -> argparse.Namespace: | L18:parser.add_argument(""--loans"", type=Path, default=Path(""data/raw/loan_data.csv"") | L19:parser.add_argument(""--payments"", type=Path, default=Path(""data/raw/real_payment",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/ml/train_segmentation.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L16:logging.basicConfig(level=logging.INFO, format='%(asctime)s [%(levelname)s] %(na | L20:def parse_args() -> argparse.Namespace: | L22:description='Train Behavioural Segmentation Model (K-Means / DBSCAN) '",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/monitoring/README.md,DOC_ONLY,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
scripts/monitoring/auto_start_monitoring.sh,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
scripts/monitoring/create_grafana_postgres_datasource.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L15:def _parse_env(path: Path) -> Dict[str, str]: | L19:for line in path.read_text(encoding=""utf-8"").splitlines(): | L28:def _pick(key: str, env_file: Dict[str, str], default: Optional[str] = None) -> ",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/monitoring/generate_alertmanager_config.sh,ACTIVE_CANONICAL,yes,no,no,yes,no,PASS,,Contains risk-related vocabulary.
scripts/monitoring/harden_rls_sensitive_tables.sh,ACTIVE_CANONICAL,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
scripts/monitoring/health_check_monitoring.sh,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
scripts/monitoring/import_dashboards.sh,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
scripts/monitoring/init_monitoring_tables.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,L7:env_file = project_root / '.env.local' | L29:supabase.table('monitoring.kpi_definitions').select('*').limit(1).execute() | L36:supabase.table('monitoring.kpi_values').select('*').limit(1).execute(),Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
scripts/monitoring/metrics_exporter.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L15:def __init__(self) -> None: | L19:def register_counter(self, name: str, value: int, labels: Optional[Dict[str, str | L22:self.metrics[metric_key] = self.metrics.get(metric_key, 0) + value",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
scripts/monitoring/provision_loans_grafana_dashboard.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L15:def _parse_env(path: Path) -> Dict[str, str]: | L19:for line in path.read_text(encoding=""utf-8"").splitlines(): | L28:def _is_placeholder(value: Optional[str]) -> bool:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
scripts/monitoring/refresh_grafana_supabase_datasource.sh,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
scripts/monitoring/setup-grafana.sh,ACTIVE_CANONICAL,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
scripts/reporting/holding_eeff_analysis.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,L1:#!/usr/bin/env python3 | L4:Executes all 10 recommendations from the Proyección EEFF Consolidado 2025-08 V08 | L8:python scripts/reporting/holding_eeff_analysis.py [--output reports/holding_eeff,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
scripts/reporting/monthly_targets_report.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:#!/usr/bin/env python3 | L15:print(""Install/repair dependency with: python -m pip install \""psycopg[binary]\"" | L18:sys.path.insert(0, os.path.join(os.path.dirname(__file__), ""../..""))",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
scripts/reporting/sync_to_supabase.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L12:def _validate_allowed_url(url: str) -> bool: | L29:base_url = f""{supabase_url}/functions/v1/make-server-a903c193/data"" | L30:headers = {""Content-Type"": ""application/json"", ""Authorization"": f""Bearer {supaba",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
scripts/setup_github_secrets.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L14:ENV_LOCAL_PATH = PROJECT_ROOT / '.env.local' | L15:REPO = 'Arisofia/loans-analytics' | L16:API_BASE = 'https://api.github.com',Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/validation/check_full_suite_baseline.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L9:def _to_int(value: Any, default: int = 0) -> int: | L16:def _load_json(path: Path) -> dict[str, Any]: | L17:with path.open(""r"", encoding=""utf-8"") as handle:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/validation/validate_migration_order.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L6:MIGRATION_DIR = Path(__file__).parent.parent.parent / 'db' / 'migrations' | L7:INDEX_FILE = MIGRATION_DIR / 'migration_index.yml' | L8:MIGRATION_PATTERN = re.compile('^(\\d{2,14})_[a-z0-9_]+\\.sql$')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
scripts/validation/validate_port_consistency.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L9:VALIDATION_RULES = {'startup.sh': {'description': 'Startup script for Azure Web  | L11:def validate_file(file_path: Path, rules: dict) -> Tuple[bool, List[str]]: | L17:content = file_path.read_text(encoding='utf-8')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
scripts/validation/validate_real_file_kpis.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L10:BLANK_TOKENS = {"""", ""nan"", ""none"", ""null"", ""missing"", ""n/a""} | L22:def _read_tabular(path: Path) -> pd.DataFrame: | L25:return pd.read_csv(path)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
