id,severity,file,line,logic,why_dangerous,correct_behavior
CF-0121,HIGH,backend/python/apps/analytics/api/service.py,2504,"""par30"": ssot.get(""par30"", 0.0),",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0122,HIGH,backend/python/apps/analytics/api/service.py,2505,"""par60"": ssot.get(""par60"", 0.0),",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0123,HIGH,backend/python/apps/analytics/api/service.py,2506,"""par90"": ssot.get(""par90"", 0.0),",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0124,HIGH,backend/python/apps/analytics/api/service.py,2507,"""npl"": ssot.get(""npl"", 0.0),",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0125,HIGH,backend/python/apps/analytics/api/service.py,2508,"""npl90"": ssot.get(""npl90"", 0.0),",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0126,HIGH,backend/python/apps/analytics/api/service.py,2519,"pd.to_numeric(df[""total_scheduled""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0127,HIGH,backend/python/apps/analytics/api/service.py,2524,"pd.to_numeric(df[""last_payment_amount""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0128,HIGH,backend/python/apps/analytics/api/service.py,2625,).fillna(0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0129,HIGH,backend/python/apps/analytics/api/service.py,2692,"amounts = pd.to_numeric(amount_source, errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0130,HIGH,backend/python/apps/analytics/api/service.py,2717,"util = pd.to_numeric(util_source, errors=""coerce"").fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0131,HIGH,backend/python/apps/analytics/api/service.py,2775,"return pd.to_numeric(df[dpd_column], errors=""coerce"").fillna(0.0).clip(lower=0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0132,HIGH,backend/python/config/mype_rules.py,53,"dpd = float(metrics.get('dpd', 0) or 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0133,HIGH,backend/python/config/mype_rules.py,54,"utilization = float(metrics.get('utilization', 0) or 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0134,HIGH,backend/python/config/mype_rules.py,55,"npl_ratio = float(metrics.get('npl_ratio', 0) or 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0135,HIGH,backend/python/config/mype_rules.py,56,"collection_rate = float(metrics.get('collection_rate', 1) or 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0136,HIGH,backend/python/config/mype_rules.py,78,value = float(dpd or 0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0137,MEDIUM,backend/python/config/mype_rules.py,81,"return (False, f'Loan current/watchlist: DPD {int(value)}')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0138,MEDIUM,backend/python/config/mype_rules.py,87,rotation = annual_disbursement / average_balance,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0139,HIGH,backend/python/config/mype_rules.py,131,"dpd = metrics.get('dpd', 0) or 0",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0140,HIGH,backend/python/config/mype_rules.py,132,"utilization = metrics.get('utilization', 0) or 0",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0141,HIGH,backend/python/config/mype_rules.py,133,"npl_ratio = metrics.get('npl_ratio', 0) or 0",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0142,HIGH,backend/python/config/mype_rules.py,134,"collection_rate = metrics.get('collection_rate', 1) or 0",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0143,HIGH,backend/python/config/mype_rules.py,135,"annual_revenue = metrics.get('revenue', 0) or 0",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0144,HIGH,backend/python/config/mype_rules.py,136,"avg_balance = metrics.get('avg_balance', 0) or 0",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0145,MEDIUM,backend/python/features/feature_store.py,14,"def __init__(self, storage_dir: str='data/features') -> None:",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0146,HIGH,backend/python/features/feature_store.py,34,features = features.fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0147,MEDIUM,backend/python/features/feature_store.py,53,version_dir = self.storage_dir / version,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0148,MEDIUM,backend/python/financial_precision.py,29,return Decimal(amount_cents) / Decimal(CENTS_PER_DOLLAR),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0149,MEDIUM,backend/python/financial_precision.py,44,return Decimal(basis_points) / Decimal(INTEREST_RATE_SCALE),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0150,HIGH,backend/python/kpis/_column_utils.py,8,"return pd.to_numeric(series, errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0151,MEDIUM,backend/python/kpis/advanced_risk.py,33,clean = clean / 100.0,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0152,HIGH,backend/python/kpis/advanced_risk.py,70,"return {'par30': round(values.get('par30', 0.0), 2), 'par60': round(values.get('par60', 0.0), 2), 'par90': round(values.get('par90', 0.0), 2)}",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0153,MEDIUM,backend/python/kpis/advanced_risk.py,134,shares = exposure_by_borrower / float(total_balance),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0154,MEDIUM,backend/python/kpis/catalog_processor.py,54,keep concentration/ring analytics active with real portfolio data.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0155,HIGH,backend/python/kpis/catalog_processor.py,70,"intermedia['TotalSaldoVigente'] = pd.to_numeric(intermedia['TotalSaldoVigente'], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0156,HIGH,backend/python/kpis/catalog_processor.py,106,"marketing['marketing_spend_usd'] = pd.to_numeric(marketing['marketing_spend_usd'], errors='coerce').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0157,HIGH,backend/python/kpis/catalog_processor.py,122,total_outstanding = float(self.loans_df[loan_cols['outstanding']].fillna(0).sum()) if loan_cols['outstanding'] is not None else 0.0,Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0158,HIGH,backend/python/kpis/catalog_processor.py,123,"avg_apr = float(pricing_analytics.get('current', {}).get('weighted_apr', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0159,HIGH,backend/python/kpis/catalog_processor.py,156,"summary['recv_revenue_for_month'] = pd.to_numeric(summary.get('recv_interest_for_month', 0), errors='coerce').fillna(0) + pd.to_numeric(summary.get('recv_fee_for_month', 0), errors='coerce').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0160,HIGH,backend/python/kpis/catalog_processor.py,181,"monthly[target_col] = pd.to_numeric(monthly[col_name], errors='coerce').fillna(0) if col_name is not None else 0.0",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0161,HIGH,backend/python/kpis/catalog_processor.py,187,"return pd.to_numeric(monthly[amount_col], errors='coerce').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0162,HIGH,backend/python/kpis/catalog_processor.py,203,"principal = pd.to_numeric(fallback[principal_col], errors='coerce').fillna(0) if principal_col is not None else pd.Series(0.0, index=fallback.index)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0163,HIGH,backend/python/kpis/catalog_processor.py,204,"apr = pd.to_numeric(fallback[apr_col], errors='coerce').fillna(0) if apr_col is not None else pd.Series(0.0, index=fallback.index)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0164,HIGH,backend/python/kpis/catalog_processor.py,205,"fees = pd.to_numeric(fallback[fee_col], errors='coerce').fillna(0) if fee_col is not None else pd.Series(0.0, index=fallback.index)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0165,HIGH,backend/python/kpis/catalog_processor.py,207,"fees = fees + pd.to_numeric(fallback[fee_tax_col], errors='coerce').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
